,Empresa,nome,count_x,count_y,proporcao_nomes_por_qtde_socios
36438,Spad Comercio de Cosmeticos Ltda.,Adcos,1,2,50.0
36442,Spar Brasil Servicos Temporarios Ltda.,Brasil,2,2,100.0
36448,Sparflex Fios e Cabos Especiais Ltda.,Cobranca,1,2,50.0
36451,Spavias Engenharia Ltda.,(Belo,1,2,50.0
36456,Spcia 03 - Empreendimento Imobiliario Ltda.,Empreendimentos,1,1,100.0
36460,Spdh Assistencia Medica Ltda.,Arde,1,3,33.33333333333333
36467,Spe Brasil Incorporacao 101 Ltda.,Aton,1,1,100.0
36469,Spe Brasil Incorporacao 65 Ltda.,Centro,1,1,100.0
36473,Spe Brasil Incorporacao 89 Ltda.,Centro,1,1,100.0
36477,Spectro Sul Americana Comercio Ltda.,Arimatea,1,1,100.0
36481,Sphera Security Ltda.,Carmo,1,1,100.0
36487,Spiecapag Intech Construcao e Montagem Ltda.,Spiecapag,1,1,100.0
36488,Spline Medical Comercio e Representacao de Produtos Hospitalares Eireli,Antonio,1,1,100.0
36492,Splunk Servicos do Brasil Ltda.,Llc,1,1,100.0
36495,Sportco Academia Ltda.,Sportholding,1,1,100.0
36496,Sportplex Academia Ltda.,Brunoro,1,2,50.0
36501,Spr Industria de Confeccao Ltda. Filial,Dom,1,2,50.0
36513,Springer Health do Brasil Ltda.,Springer,2,2,100.0
36518,Sprint Brasil Servicos de Telecomunicacoes Ltda.,Sprint,2,2,100.0
36519,Sprinter Recursos Humanos Ltda.,Daniel,1,1,100.0
36522,Spsyn Participacoes Ltda.,Aerovias,1,2,50.0
36527,Sql Intelligence Consultoria Ltda.,Amaral,1,2,50.0
36534,Sqltech Consultoria Ltda.,Amaral,1,2,50.0
36541,Sr.Care Assistencia Domiciliar Ltda.,Abreu,1,8,12.5
36568,Srd Servicos Radiologicos Digitais Ltda.,Prado,2,2,100.0
36571,Srt - Super Reman Technologies Ltda.,Diego,1,2,50.0
36578,Ss Participacoes Ltda.,Nnc,1,1,100.0
36580,Ss Rio Confeccoes e Comercio Ltda.,Rio,2,2,100.0
36584,Ssab Swedish Steel Comercio de Aco Ltda.,Ab,2,2,100.0
36589,Ssca Servicos Contabeis Ltda.,Luiz,1,1,100.0
36593,St - Administracao e Servicos Ltda.,Eloise,1,1,100.0
36596,St Idirect Solucoes e Equipamentos Para Satelites Ltda.,Cy,1,1,100.0
36601,Staff Solucoes e Servicos II Ltda.,Bruno,1,1,100.0
36605,"Stago Brasil Comercio, Importacao e Exportacao de Produtos Diagnosticos Ltda.",Diagnostic,1,2,50.0
36613,Stahldach Construcoes Ltda.,Borges,4,4,100.0
36619,"Stampstar Industria e Comercio de Refletores, Luminarias e Pecas Estampadas Ltda.",Augusto,1,1,100.0
36626,Stamptec Industria e Comercio de Pecas Estampadas Ltda.,Martin,3,4,75.0
36635,Stance Centro Educacional Infantil Ltda.,Rahmilevitz,4,4,100.0
36636,Stance Dual II Educacao Ltda.,Gustavo,1,1,100.0
36638,Standard Bank Brasil Representacoes Ltda.,Africa,1,1,100.0
36644,Standard Prestadora de Servicos Especializados Ltda.,Ana,1,1,100.0
36647,Stanfer Industria Metalurgica Ltda.,Mello,1,1,100.0
36650,Star Light Manutencao e Limpeza Ltda.,Christiano,1,1,100.0
36653,Star Nutri Servicosltda,Otaviano,1,1,100.0
36657,Starex Remocoes e Servicos Medicos Ltda.,Alexandre,1,1,100.0
36659,Starlix Consultoria e Assessoria em Sustentabilidade Empresarial Ltda.,Borba,1,1,100.0
36663,Starmkt Publicidade e Comunicacoes Ltda.,Antonio,1,1,100.0
36666,Starplus - Servicos em Alimentacao Ltda.,Alimentacao,1,1,100.0
36669,Startall Servicos Empresariais Ltda.,Akron,1,2,50.0
36674,"Staubli Comercio, Importacao, Exportacao e Representacoes Ltda.",Ag,2,2,100.0
36677,Steel Prestacao de Servicos Ltda.,Lima,1,1,100.0
36680,Steel Seguranca em Servicos Ltda.,Larissa,1,1,100.0
36684,Steel Servicos de Portaria e Limpeza Ltda.,Douglas,1,1,100.0
36686,Stella Franquias Ltda.,Ara,1,1,100.0
36688,Steq Comercio e Representacoes Ltda.,Ayala,1,3,33.33333333333333
36696,Ster Engenharia Ltda.,Filho,1,1,100.0
36699,Stern Comercio de Veiculos Ltda.,Cerny,1,2,50.0
36895,"Stocche, Forbes, Filizzola, Clapis, Passaro e Meyer Sociedade de Advogados",Silva,6,80,7.5
36929,Stockton-Agrimor do Brasil Ltda.,Stockton,2,2,100.0
36930,Stocktotal Telecomunicacoes Ltda.,Bueno,1,2,50.0
36938,Stolt-Nielsen Brasil Afretamento Ltda.,B.V.,2,2,100.0
36941,Stop Green Parking Administracao e Participacao Ltda.,Coelho,1,2,50.0
36948,Store Servicos de Automacao Ltda.,Rodrigues,1,1,100.0
36955,"Storm Comercio, Importacao e Exportacao de Produtos Medicos Hospitalares Ltda.",Nascimento,2,2,100.0
36957,Str - Servicos Administrativos Ltda.,Acosta,1,1,100.0
36961,Stratesys Tecnologias da Informacao Ltda.,S.L.,1,2,50.0
36965,Street 100% Servicos - Domiciliares e Empresariais Ltda.,Barreto,1,2,50.0
36972,Striker Sp Servicos Operacionais Ltda.,Carvas,1,1,100.0
36975,Strutura Servicos em Pisos Industriais Ltda.,Alves,1,1,100.0
36984,Studio Veiculos e Pecas Ltda.,Viana,2,2,100.0
36986,Stuhlberger Engenharia e Participacoes Ltda.,Reinaldo,1,2,50.0
37010,Sturzenegger e Cavalcante Advogados Associados,Luiz,3,12,25.0
37025,Sty Comercio e Servicos de Apoio As Empresas Ltda.,Paulino,1,1,100.0
37027,Style Servicos de Estacionamentos Ltda.,Antonio,1,1,100.0
37030,Stz Administradora de Bens Ltda.,Aleppino,1,2,50.0
37037,Sua Majestade Transportes Logistica e Armazenagem Ltda.,Normando,1,1,100.0
37040,Suburban Industria e Comercio de Roupas Ltda.,Black,1,3,33.33333333333333
37044,Subway Link Producao Audiovisual Ltda.,Aec,1,1,100.0
37046,Subway Systems do Brasil Ltda.,Holdings,1,2,50.0
37049,Sucea Participacoes S.A.,(99.99%),1,1,100.0
37054,Sud Restaurante e Bar Ltda. - em Recuperacao Judicial em Recuperacao Judicial,Pereira,2,3,66.66666666666666
37066,Suiguem Agropecuaria Ltda.,Shimano,5,5,100.0
37068,Sulpecas Comercio e Representacoes Ltda.,Guerini,3,3,100.0
37076,Sumitomo Metal Mining do Brasil Ltda.,Metal,2,4,50.0
37079,Sumup Instituicao de Pagamento Brasil Ltda.,Brasil,2,2,100.0
37083,Sumup Tech Servicos de Tecnologia Ltda.,Holdings,1,1,100.0
37086,Sun North Motors Ltda.,Ecv,1,2,50.0
37090,Sun Special Comercio e Representacao Ltda.,Dias,1,1,100.0
37094,Sunedison Brasil Energia Ltda.,Bv,1,1,100.0
37097,"Sunguider Comercio, Importacao e Exportacao Ltda.",Holding,1,1,100.0
37100,Sunity Comercializadora de Energia S.A.,Antonio,1,1,100.0
37107,Sunny Alimentacao e Servicos Ltda.,Peixoto,2,2,100.0
37111,Sunrising Desenvolvimento de Sistemas Ltda.,Brasil,1,2,50.0
37114,Sunset Tech Tecnologia e Publicidade Ltda.,Abcdefghi,1,1,100.0
37116,Super Center Zattao Ltda.,(90.00%),1,1,100.0
37123,Super France Veiculos Ltda.,Franco,2,4,50.0
37138,Super Laminacao Transportes Ltda.,Hamoi,3,4,75.0
37148,Super Vip Comercial Alimenticios Ltda.,Lopes,4,4,100.0
37151,Supera Alimentacao e Servicos Ltda.,Spero,1,1,100.0
37152,Superbid Webservices Ltda.,Sbpar,1,1,100.0
37160,Superfor Rio Veiculos Ltda.,Franco,8,11,72.72727272727273
37181,Supermercado Aki Tudo Ltda.,Hldtwo,1,2,50.0
37183,Supermercado Amigo da Gente Ltda.,Administracoes,1,1,100.0
37188,Supermercado Angelica Ltda.,Habka,3,3,100.0
37189,Supermercado Bem Barato Sao Paulo Ltda.,Aurelio,1,2,50.0
37200,Supermercado Carioca Ltda.,Hissatugu,3,4,75.0
37208,Supermercado Chinen Ltda.,Chinen,2,3,66.66666666666666
37216,Supermercado Dias & Buarque Ltda.,Dias,3,4,75.0
37223,Supermercado Dovale Ltda.,Antonio,1,2,50.0
37229,Supermercado Dubom Preco Ltda.,Alves,2,2,100.0
37237,Supermercado Faria Lima Ltda.,Habka,3,3,100.0
37238,Supermercado Flamengo Ltda. (São Paulo),Antonio,1,2,50.0
37245,Supermercado General Jardim Ltda.,Habka,3,3,100.0
37246,Supermercado Halyfax Ltda.,Alimentos,1,1,100.0
37249,Supermercado Hanjo Ltda.,Akemi,1,3,33.33333333333333
37258,Supermercado Higas Primavera Ltda.,Higa,3,3,100.0
37268,Supermercado Hortifruti Vila das Frutas Ltda.,Santos,2,2,100.0
37270,Supermercado Irmaos do Vale Ltda.,Antonio,1,2,50.0
37277,Supermercado Jardim Vila Carrao Ltda.,Kikudome,2,2,100.0
37283,Supermercado Katucha Comercio de Alimentos Ltda.,Haddad,3,3,100.0
37288,Supermercado Peri Ltda.,Paulo,1,2,50.0
37292,Supermercado Perola de Guaianazes Ltda.,Gmzhld,1,2,50.0
37296,Supermercado Piramedal Ltda.,Nascimento,2,2,100.0
37304,Supermercado Pirituba Ltda.,Takara,3,3,100.0
37308,Supermercado R R Ltda.,Carmo,2,2,100.0
37314,Supermercado Umuarama Ltda.,Carmo,2,2,100.0
37317,Supermercado Vila Nova Curuca Ltda.,Higa,3,3,100.0
37322,Supermercado Violeta Itaberaba Ltda.,Carlos,1,2,50.0
37327,Supermercado da Praca de Sapopemba Ltda.,Kikudome,2,2,100.0
37330,Supermercado e Sacolao Santa Clara Ltda.,Andrade,2,2,100.0
37336,Supermercados Carolina Ltda.,(50.00%),1,1,100.0
37343,Supermercados Preco Ideal Ltda.,Araujo,2,4,50.0
37356,Supermercados Yaya Ltda.,Ferreira,5,5,100.0
37365,Supersonic Logistica e Transportes Ltda.,Comercio,1,3,33.33333333333333
37382,Superunion Brasil Comunicacao Ltda.,Fernanda,2,9,22.22222222222222
37396,Supra Comercio e Servicos Graficos Ltda.,Aluz,1,1,100.0
37399,Supricel Construtora e Incorporadora Ltda.,Empreendimentos,1,1,100.0
37401,Supricoph Servicos de Impressao Ltda.,Aparecida,1,1,100.0
37404,Suprisul Locacao e Servico Ltda.,Fernando,1,1,100.0
37406,Surfacagem Riachuelo Ltda.,Brasilor,1,2,50.0
37413,"Suriana Trading Prestacao de Servicos, Industria e Comercio Ltda.",Angela,1,1,100.0
37417,Suvifer Industria e Comercio de Ferro e Aco Ltda.,S/C,3,3,100.0
37425,Svp Industria e Comercio de Papeis Ltda.,Sanches,2,2,100.0
37427,Svv Servicos de Estacionamento Ltda.,Fernanda,1,1,100.0
37429,Sw Empreendimentos e Servicos Ltda.,Rech,1,1,100.0
37434,Swarovski Crystal Components Ltda.,Swarovski,2,2,100.0
37436,Sweety-Ice Ind Com de Produtos Alimenticios Ltda.,Andrade,2,2,100.0
37443,Swh Servicos Temporarios Ltda.,Honorato,2,2,100.0
37446,Swil Brasil Participacoes Ltda.,Ag,1,2,50.0
37452,Swiss Re Servicos de Consultoria em Seguros e Resseguros Ltda.,Corporate,1,1,100.0
37462,Swiss Reinsurance America Corporation - Escritorio de Representacao no Brasil Ltda.,Reinsurance,3,3,100.0
37464,Swiss Steel do Brasil Industria e Comercio de Acos Ltda.,Edelstahl,1,1,100.0
37468,Sydel Instalacoes Eletronicas Ltda.,Alm,1,4,25.0
37479,Symphonyeyc do Brasil Solucoes em Software Ltda.,Symphonyeyc,2,2,100.0
37480,Syn Administracao de Propriedades Ltda.,Ccp,1,1,100.0
37481,Synapcom Solucoes de e-Commerce Ltda.,Comercio,1,1,100.0
37490,Syncrofilm Distribuidora Ltda.,Simplicio,3,4,75.0
37493,Synerjet Brasil Ltda.,Alberto,1,2,50.0
37500,Syntech Research Laboratorio Brasil Ltda.,Bernardo,1,4,25.0
37511,Sysopen Consultoria e Informatica Ltda.,Benicchio,1,3,33.33333333333333
37521,Syspoints Servicos de Informatica Ltda.,Arie,1,1,100.0
37523,Systax Sistemas Fiscais Ltda.,Alexandre,1,4,25.0
37540,System1 Research do Brasil Servicos de Marketing Ltda.,System1,2,2,100.0
37541,Systema Park II Estacionamentos Ltda.,Ivan,1,1,100.0
37544,Systemcred - Solucoes em Recuperacao de Ativos Ltda.,Aparecida,1,3,33.33333333333333
37558,"T & C Treinamento, Consultoria e Comercial Ltda.",Moccagatta,3,3,100.0
37569,T Line Veiculos Ltda.,Tsung,2,3,66.66666666666666
37573,T M Tanoue Restaurante e Lanchonete Fast Food Ltda.,Tanoue,2,2,100.0
37575,T&C Hortifruti Ltda.,Caroline,1,2,50.0
37580,T-Parts Comercial e Importadora de Auto Pecas Ltda.,Bdmr,1,1,100.0
37583,T.C.A.Tubos e Conexoes de Aco Ltda.,Bronzatto,2,2,100.0
37587,T.C.R.e.Engenharia Ltda.,Alves,1,2,50.0
37593,T.F.Restaurante Ltda.,Armand,1,2,50.0
37599,T.H.e.Tecnologia em Hidraulica e Eletrica Ltda.,Alves,1,1,100.0
37602,T.J.S.Servicos Administrativos Ltda.,Alta,1,2,50.0
37607,T.M.Viagens e Turismo Ltda.,Danilo,1,1,100.0
37610,Taccs Apoio Administrativo Ltda.,Aparecido,1,1,100.0
37619,Tadano Brasil Equipamentos de Elevacao Ltda.,Tadano,2,3,66.66666666666666
37620,Tag S.A.Paulo Servicos de Consultoria Ltda.,Group,1,2,50.0
37628,Tai Grande Embalagens Ltda.,Dalecio,1,2,50.0
37635,Takelog Logistica de Comercio Exterior Ltda.,Benvenuti,2,5,40.0
37649,Talento Educacional S/S Ltda.,Consuelo,1,2,50.0
37657,Tamarindo Design Ltda.,Andrade,1,1,100.0
37661,Taminco do Brasil Produtos Quimicos Ltda.,Brasil,1,2,50.0
37668,Tanussi Produtos Eletronicos Ltda.,Canin,2,2,100.0
37677,Taranto Comercial Importadora e Exportadora Ltda.,Taranto,3,3,100.0
37678,Target Industria Quimica Ltda.,Araujo,3,4,75.0
37686,Target Logistics Eireli,Holding,1,2,50.0
37690,Tarjab Construcoes Ltda.,Incorporadora,1,1,100.0
37692,Tarjab Incorporadora Ltda.,Frattina,1,4,25.0
37697,Tarpon Gestora de Recursos Ltda.,Carvalho,1,2,50.0
37702,Tastemade Brazil Media Ltda.,Inc.,1,3,33.33333333333333
37707,Tatical Seguranca Privada Ltda.,Altilles,1,1,100.0
37862,Tauil e Chequer Sociedade de Advogados,Maria,6,96,6.25
37978,Tavares Engenharia Ltda.,Cristina,1,1,100.0
37981,Taxi Dancing Festas e Eventos Ltda.,Bueno,1,2,50.0
37988,Tbm Publicidade e Marketing Ltda.,Cerboncini,1,1,100.0
37992,Tbp Importacao e Comercio de Cosmeticos Ltda.,Corporation,1,1,100.0
37994,Tbs Brazil Ltda.,Binding,2,2,100.0
38002,Tc Heartland Comercio e Exportacao de Produtos Alimenticios Ltda.,Europe,2,2,100.0
38006,Tcotton Textil Ltda.,Bambini,1,2,50.0
38033,Td - Power Informatica Ltda.,Roberto,2,9,22.22222222222222
38041,Tdb Transporte e Distribuicao de Bens Ltda.,Bruna,1,1,100.0
38045,Teads Brasil Solucoes em Propaganda e Video Ltda.,Teads,2,2,100.0
38046,Teb Tecnologia Eletronica Brasileira Ltda.,Gomes,2,2,100.0
38050,Tebras Terceirizacao Brasileira de Servicos Ltda.,Batista,1,1,100.0
38053,Tec Solo Fundacoes Ltda.,Antonio,1,2,50.0
38060,Tec Vendas Consultoria de Imoveis Ltda.,Empreend.,1,2,50.0
38066,Tec-Ci Circuitos Impressos Ltda.,Freitas,2,2,100.0
38078,Tecad Tecnica em Administracao Ltda.,Siqueira,3,3,100.0
38079,Tecbarragem Locacao e Empreendimentos Ltda.,Benjamin,1,2,50.0
38085,Tecbridge Servicos de Infraestrutura Ltda.,Bernardes,2,2,100.0
38089,Tecfinance Informatica e Projetos de Sistemas Ltda.,Antonio,1,4,25.0
38102,Tech For Participacoes & Sistemas em Tecnologia da Informacao Ltda.,Cesar,1,2,50.0
38107,Techlixo Remocao e Transporte de Residuos Ltda.,Ambatlle,1,1,100.0
38109,Techmail Tecnologia em Processos e Solucoes de Gestao Empresarial Ltda.,Maria,1,1,100.0
38128,Technes Agricola Ltda.,Tsuzuki,4,8,50.0
38134,Technics Sistemas de Automacao Ltda.,Benetti,3,5,60.0
38145,Technisys do Brasil Desenvolvimento de Software Bancario Ltda.,Technisys,2,2,100.0
38146,Techtrials Pesquisa e Tecnologia Ltda.,Holding,1,2,50.0
38149,Techware Systems Comercio e Servicos Ltda.,(30.00%),1,1,100.0
38153,Techway Instalacoes e Manutencao Predial Ltda.,Barbosa,1,1,100.0
38158,Tecidos Mn Ltda.,Namura,2,2,100.0
38162,Tecla Construcoes Ltda.,Ramos,2,2,100.0
38164,"Teclog Fleet Management, Tecnologia e Gestao da Informacao Ltda.",Faustino,1,1,100.0
38167,Tecmaster Informatica Ltda.,Fonseca,1,1,100.0
38175,Tecnequip Tecnologia em Equipamentos Ltda.,Miranda,3,5,60.0
38181,Tecnica - Esquadrias Especiais Ltda.,Cestaro,2,2,100.0
38189,Tecnicas Eletro Mecanicas Telem S.A.,Estudios,2,2,100.0
38192,Tecnimont do Brasil Construcao e Administracao de Projetos Ltda.,Bam,1,2,50.0
38196,Tecno Fluidos Sistemas de Conducao Ltda.,Baleshare,1,1,100.0
38197,Tecnocal Servicos de Telemarketing Ltda.,Leandro,1,1,100.0
38202,Tecnocold - Promocao de Vendas e Participacoes Ltda.,Hospitalar,2,2,100.0
38204,Tecnohold Development Technology Industria e Comercio Ltda.,Corporativos,1,2,50.0
38220,Tecnopharma Industria e Comercio de Embalagens Ltda.,Silva,2,3,66.66666666666666
38221,Tecnopref Industria Ltda.,Franca,1,1,100.0
38227,Tecnotree Sistemas de Telecomunicacao Ltda.,Tecnotree,2,2,100.0
38228,Tecnowise Tecnologia de Transito Eireli,Dutra,1,1,100.0
38231,Tecnum Engenharia e Construcoes Ltda.,Alexandre,1,3,33.33333333333333
38238,Tecper Fundacoes e Geotecnia Ltda.,Cury,1,1,100.0
38241,Tectubos - Tecnologia em Tubos Industria e Comercio Ltda.,Albuquerque,1,3,33.33333333333333
38251,Tecvoz Eletronicos Ltda.,Kim,1,1,100.0
38253,Tecwork Teleinformatica Ltda.,Alexandre,1,2,50.0
38258,Tedesco Panificadora Industrial Ltda.,Borg,1,1,100.0
38260,Tekhnites Consultores Associados Ltda.,Coimbra,2,2,100.0
38266,Telebank Servicos Ltda.,Darwiche,1,2,50.0
38280,Telefonica Factoring do Brasil Ltda.,Telefonica,2,6,33.33333333333333
38282,Telesul Telecomunicacoes Ltda.,Barbosa,1,3,33.33333333333333
38290,Telium Tecnologia da Informacao Ltda.,Holding,1,1,100.0
38304,Tellfree Brasil Telefonia Ip S.A.,Junior,2,8,25.0
38324,Tellus Brasil Participacoes S.A.,Agricolas,1,1,100.0
38328,Tellus Comercio Importacao e Exportacao Ltda.,Comercio,1,1,100.0
38333,Teltronic Brasil Ltda.,Janozelli,1,1,100.0
38335,Tema Recursos Humanos e Assessoria de Servicos Ltda.,Magalhaes,1,1,100.0
38338,Temfer Material de Construcao Ltda.,Carrieri,2,2,100.0
38341,Tempera Industria e Comercio de Vidros Temperados Ltda.,Cristina,1,1,100.0
38346,Tempur Sealy Brasil Participacoes Ltda.,Aps,1,2,50.0
38351,Tenda Organica Ltda.,Flag,1,6,16.666666666666664
38376,Tendencias Consultoria Integrada S/S Ltda.,Ferreira,3,13,23.076923076923077
38406,Tenedor Refeicoes Coletivas Ltda.,Alimentacao,1,2,50.0
38410,Tenerity Servicos de Fidelidade Ltda.,Affinion,2,4,50.0
38417,Tennessee Carnes Ltda.,Batista,2,4,50.0
38424,Teola 18 Organizacao de Eventos Ltda.,Camila,1,2,50.0
38429,Tercera Servicos Especializados Ltda.,Empreendimentos,1,2,50.0
38432,Termodora Industria e Comercio Ltda.,Aparecida,1,1,100.0
38436,Terpav Terraplenagem e Pavimentacao Ltda.,Empreendimentos,2,2,100.0
38446,Terra Forte Exportacao e Importacao de Cafe Ltda.,Silva,4,4,100.0
38447,Terra Nova Engenharia e Construcoes Ltda.,Sastre,1,1,100.0
38451,Terraco Italia Restaurante Ltda.,Comolatti,6,6,100.0
38461,Terumo Bct Tecnologia Medica Ltda.,Bct,1,1,100.0
38470,Terumo Medical do Brasil Ltda.,Terumo,2,2,100.0
38471,Tesheiner Cavassani e Giacomazi Advogados e Consultores Legais,Alessandro,1,3,33.33333333333333
38480,Tesis-Tecnologia e Qualidade de Sistemas em Engenharia Ltda.,Conceicao,1,3,33.33333333333333
38489,Tess Models Produtos Fotograficos Ltda.,Albuquerque,1,1,100.0
38493,Tessler e Moura Engenharia Ltda.,Alberto,1,2,50.0
38509,Testin Tecnologia de Materiais Ltda.,Martinez,2,4,50.0
38515,Tetra-Base - Engenharia e Construcoes Ltda.,Mangino,2,2,100.0
38517,Tetraferro Ltda. - em Recuperacao Judicial,Sob,1,1,100.0
38520,Tetris Design & Build Servicos de Arquitetura Ltda.,Inc.,2,4,50.0
38524,Tex Boi Comercio de Carnes Ltda.,Flavia,1,2,50.0
38530,Tex Solucoes em Tecnologia Ltda.,Ajame,2,6,33.33333333333333
38550,Texas Instruments Semicondutores e Tecnologias Ltda.,Instruments,2,2,100.0
38552,Texte Engenharia e Tecnologia Ltda.,Almeida,1,2,50.0
38560,Textil Irmaos Kachani Ltda.,Carl,1,1,100.0
38563,Textil J.Callas Ltda.,Callas,3,3,100.0
38570,Textil Mn Comercio de Tecidos e Confeccoes Ltda. Filial,Namura,2,2,100.0
38573,Textil S.C.F.Ltda.,Chohfi,3,3,100.0
38579,Textil Sublipaper Ltda.,Chiesi,2,2,100.0
38583,Tgallog - Transporte e Logistica Ltda.,Harris,1,1,100.0
38586,"Thb Consultoria, Gerencia de Riscos e Corretagem de Seguros Ltda.",Administracao,1,1,100.0
38590,The Blue Pub Bar Tematico Ltda.,Evaristo,1,1,100.0
38595,The Group Comunicacao Ltda.,Fernando,1,1,100.0
38598,The Jeffrey Group Brasil Ltda.,Etude,1,2,50.0
38605,Themmas- Comercio e Servicos de Gastronomia Ltda.,Ferrari,2,3,66.66666666666666
38611,Thermo Fisher Scientific Brasil Servicos de Logistica Ltda.,Fisher,2,2,100.0
38614,Thermoclima Ar Condicionado Ltda.,Adriano,1,2,50.0
38620,Thermolyne Eletrometalurgica Ltda.,Aylla,1,1,100.0
38625,Think Engenharia Ltda. (São Paulo),Nudelman,2,2,100.0
38628,Thk Brasil Industria e Comercio Ltda.,Co.,1,2,50.0
38631,Thomas Case & Associados Consultoria em Recursos Humanos Ltda.,(99.00%),1,1,100.0
38636,Thor Engenharia Ltda.,Matos,1,2,50.0
38640,Thoughtful Minds Ltda.,Bruder,2,2,100.0
38676,Thymos Energia Engenharia e Consultoria Ltda.,Silva,3,11,27.27272727272727
38682,Tiberio Construcoes e Participacoes VI Ltda.,Construções,1,1,100.0
38688,Tiberio Engenharia Ltda.,Tiberio,2,2,100.0
38690,Ticket360 Tecnologia e Solucoes Ltda.,Angelo,1,5,20.0
38706,Tidexa Software Ltda.,Team,1,1,100.0
38709,Tiete Administradora Ltda.,Ccp,2,2,100.0
38717,Tiffany-Brasil Ltda.,Tiffany,2,2,100.0
38718,Time Engenharia Ltda.,Arnaldo,1,2,50.0
38725,Tinkerbell Modas Ltda.,Modas,1,1,100.0
38728,Tintas Famosas Comercial de Tintas Ltda.,Aggiunti,8,8,100.0
38741,Tintas Jd Ltda.,Benavides,2,2,100.0
38752,Tinturaria Pari Ltda.,Gornati,7,8,87.5
38764,Tiv Plasticos Ltda.,Societarias,1,1,100.0
38803,Tivoli Empreendimentos e Participacoes Ltda.,Se,18,23,78.26086956521739
38806,Tivolitur Viagens e Turismo Ltda.,Laieta,1,4,25.0
38814,Tjp Administradora de Bens Ltda.,Acao,1,2,50.0
38820,Tk3 Cleaning Servicos Ltda.,Checchi,1,2,50.0
38826,Tk3 Sul Servicos Especializados Ltda.,Feitosa,1,1,100.0
38830,Tlc Marketing Worldwide Latin America Ltda.,Group,1,2,50.0
38840,Tmeic Sistemas Industriais da America do Sul Ltda.,Corporation,2,2,100.0
38846,Tmi Engenharia Ltda.,Roberto,1,1,100.0
38848,Tmk 14 Servicos de Buffet e Eventos Ltda.,Filho,1,1,100.0
38859,Tms Administracao de Garagens e Estacionamentos Ltda.,Turano,3,3,100.0
38860,Tnu Sistemas de Gestao Ltda.,Servicos,1,2,50.0
38864,Tnx Food Service Refeicoes Eireli,Guerra,1,1,100.0
38868,Today Digital Business Ltda.,Claudio,1,1,100.0
38871,Toke e Crie - Comercio Importacao Exportacao Ltda.,Aracy,1,1,100.0
38874,Tomtom Brasil Mapas e Servicos Ltda.,B.V.,1,1,100.0
38878,Tonbras Industria e Comercio Ltda.,(50.00%),1,1,100.0
38881,Toni-Styl Comercio de Confeccao Ltda.,Antonios,1,1,100.0
38889,Tonini Distribuidora Ltda.,Martins,3,3,100.0
38891,Top 5 Fitness Comercio e Servicos Esportivos Ltda.,Alexandre,1,3,33.33333333333333
38901,Top Diesel Industria e Comercio de Auto Pecas Ltda.,Antunes,2,4,50.0
38912,Top Quality Service Ltda.,Carlos,1,2,50.0
38919,Top Service Distribuidora de Produtos de Consumo Pessoal Ltda.,Egelza,1,2,50.0
38928,Top Solo Fundacoes e Locacoes de Maquinas Ltda.,Araujo,1,1,100.0
38931,Top Sport Confeccoes Ltda.,Bl1963,1,2,50.0
38936,Topdesk Consultoria e Tecnologia de Software Ltda.,B.V.,1,1,100.0
38940,Topved Vedacoes Industriais Ltda.,Bruna,1,1,100.0
38945,Toray do Brasil Ltda.,Toray,2,3,66.66666666666666
38946,Torch Cobranca Extrajudicial Ltda.,Franca,1,1,100.0
38950,Torcomp Usinagem e Componentes Ltda.,Allenspark,1,2,50.0
38955,Toriba Veiculos Ltda.,Assessoria,1,2,50.0
38968,Torino Comercio de Alimentos e Promocoes Ltda.,Bueno,2,14,14.285714285714285
39006,"Torre 3 Servicos em Portaria, Limpeza e Conservacao Ltda.",Soliano,3,3,100.0
39008,Total - Consultoria em Engenharia e Instalacoes Eletricas Ltda.,Edmario,1,2,50.0
39017,Total Home Participacoes Ltda.,Rivkind,2,2,100.0
39018,Total Pav Construcao e Locacao Ltda.,Junior,1,1,100.0
39021,Total Service Prevencao e Combate A Incendio Ltda.,Pereira,1,1,100.0
39024,Total X Ltda.,Bianca,1,2,50.0
39031,Totalip Comunicacao Multimidia Ltda.,Brasileiro,1,1,100.0
39035,Totus Engenharia e Construcao Ltda.,Francelino,1,2,50.0
39040,Tour House - Viagens e Turismo Ltda.,Administracao,1,1,100.0
39047,Tourico Holidays Brazil Intermediacao de Servicos Turisticos Ltda.,Tourico,2,3,66.66666666666666
39048,"Touya-Imperium Corretora e Administradora de Seguros, Representacoes, Comercio e Servicos Ltda.",Administradora,1,3,33.33333333333333
39059,"Tovani Benzaquen - Comercio, Importacao, Exportacao e Representacoes Ltda.",Benzaquen,4,5,80.0
39067,Toxicologia Pardini Ltda.,Holding,1,1,100.0
39069,Toyo do Brasil - Consultoria e Construcoes Industriais Ltda.,Corporation,1,2,50.0
39078,Toyota Tsusho Corretora de Seguros Ltda.,Toyota,2,2,100.0
39083,Tpa Construcoes Ltda.,Tpa,2,2,100.0
39085,Tpg Capital - Brasil Assessoria de Investimentos e Participacoes Ltda.,Llc,2,4,50.0
39088,Trabuca Restaurante e Entretenimento Ltda.,Ehbar,1,3,33.33333333333333
39091,Trade 360 Promocoes e Eventos Ltda.,Epivania,1,2,50.0
39095,Traffic Assessoria e Comunicacoes Ltda.,Comunicacao,1,1,100.0
39098,Trans Tour Enviar & Receber Ltda.,Cristina,1,1,100.0
